TransactionNumber,LineNumber,InvoiceDate,AccountingDate,PostingDate,VendorName,VendorCountry,VendorVatId,CustomerName,CustomerCountry,CustomerVatId,Currency,BaseAmount,TaxAmount,TaxRate,ShipToCountry,ShipFromCountry,LineDescription
INF,mI1,20201103 UTC,19/04/2025 GMT+2,2026.05.08.12.99.00,Oy S.A.,PL,SABJ0B-/27LMU./Y0AXG7C/1Y SABJ0B-/27LMU./Y0AXG7C/1Y,😀B.V. NV Inc LLC£,CN,VATK,eur,95614.95,20086.06,"0,21",AUS,FR,Adjustment / credit note
263408356,161,2018-01-07 07:46:59,2026-2-30,27/03/2021,"Oy
Sarl
SpA
K.K.
NVOy
Sarl
SpA
K.K.
NVOy
Sarl
SpA
K.K.
NVOy
Sarl
SpA
K.K.
NV",Australia, ,K.K.  B.V.,IE,IE95963904,,0xFF,-Infinity,20.0,DE,Germnay,Reimbursement | U5Zx05Ia7S3dq4Ychd8teq
494666161,QhHH,2021-04-17 11:43:13,13/13/2013,"May 35, 2026",,POL,CNXWKJT9W68ENO,BV Trading B.V.,France,69T67F1TBH1UXSM,INR,195448.64??,"301,761.31",9999,,PL,Payment fee
TXN-9NEvOivxQ6sb82QcwHj,181,20/07/2020Z,02/10/2018 GMT+2,2025/11/29,"Oy
&
Oy""",IE,IEE9MV1FRND5,"Inc K.K.,",Nederland,🚀XBGMLP_QH,JPY,792527640311.5137,"'99,99'",0.07,UAE,NO,Rounding diff
TXN-FX2ZmHMNw3PrzG,44,11.02.2019 (local),03.07.2025,01/19/2051,Inc GmbH,JP,VATJPTX,& & Oy --,AE,AEIUL37W3DX9ZV8E9JJ0VC AEIUL37W3DX9ZV8E9JJ0VC,SEK,"234,239.91", (123.45) ,0.09,ZA,,₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®₹🚀Freight charges😀®
|;)^|&*},nw5TH,"May 35, 2026",20250422,2026.05.08.12.99.00,   ,Canada,ESMP421AE66VUK,	GmbH Global©©,???,IT43G724SN1B,0,195725990396.6815,€13700819327.77,0.07,South Africa,JPN,Reverse charge applies£	£
108354513,one,2026-2-30,20160710 (local),09/04/2016,"😀£
LLC Trading™£",123,F,😀©©Co B.V.,IE,M,CAD,"""123.45""",108748.75,7.000000000000001,PL,DE,Manual journal entryManual journal entryManual journal entryManual journal entryManual journal entry
60832401,309,2026-2-30,20160921,20191210,B.V. Trading,SE,H5D8XEJZD H5D8XEJZD,S.A.  NV  Co  Limited,NO,T71V2HH_OJ53H.OV1OOS2EDOB,EUR,170641.29,35841.26,"0,21",BR,DE,Office supplies
/[(^;;!;!;@,11.35,20241117,"May 35, 2026",2020-03-21,Partners Trading Inc --,IE,®™😀IE2FM64WS7W4FDKN,Sarl LLC Oy Limited,SE,SENUI1@N2I91VAT,E_U_R,   123   ,16.32,9.0,NO,,Manual journal entry | 94AxfwJGe6xPEMoCYAoK00i7IpX6ARLQiMqYsvuhfAAG jKFO4Xm5l4D;DROP TABLE T;
933574277,,2026.05.08.12.99.00,10-Nov-2017,01/06/2017,Holdings Trading,AU,590__NTOKSBW_H6VAT,₹®🚀Co Partners GmbH Co Oy®,Australia,IKOKB92DR,USD,78624.23,3925.35,0.05,CN,ITA,Reverse charge appliesReverse charge appliesReverse charge appliesReverse charge appliesReverse charge appliesReverse charge appliesReverse charge appliesReverse charge appliesReverse charge appliesReverse charge applies
"@}$\,[&",-10,1/1/1,12/13/2020,"May 35, 2026","©€Sarl SpA Inc NV",XX,XXGOFMUXBJEIVVPM,Wl,🇳🇱,SKFR7BTK7,JPY,"£- 123,45","1 234 567,89",100,AU,BR,Reverse charge applies
000168569855,p8ac2b,'11/16/2025',2026-2-30,20231227,NV & Partners,AU,AUKRW1JHTC,GmbH Holdings SpA Inc,BR,BRZHUIYWFO1V,JPY,487471.25,"'99,99'",5.0%,Spain,ZA,Adjustment / credit note | TEGJ2VUf6gBSeyiWakHVhkmC3 hc4BFkOZHFiV3
"]<?^%),/&>\",108,2018-01-13 05:58:47 +02:00,08/05/1967,N/A,Trading Inc,France,"€
JN.PGZYC4_96DHB",€🚀LLC  Trading  LLC  NV  K.K.®¥,BR,.UDA0ED5.99AU0K438WSRUKJW,INR,354998082126.2204,"315053,79", 0.2100 ,Holland,Poland,Consulting services
614374584,WIZgcx,00/00/0000,14.12.2017,16-Mar-2027,"®S.A. Sarl GmbH SpA®🚀₹",IE,IE34CW9H5BS2HCWQB0JHZM,S.A. Holdings NV GmbH Trading,,N/A,USD,"38,640.92",338849.75,0.05,???,USA,Reverse charge applies
0914232379,60,2025/06/24,2026-05-08T25:61:61,2018-07-24 15:20:34,"Global , & , S.A. , K.K.",US,USUFGNLUPJ2E,NV GmbH,IN,_1AWAJ/XC,AUD,479756.22,150301.01,0,NL,AE,"	Payment fee"
364912177,tB,N/A,2023-09-04,21/05/2017,Trading	B.V.,Canada,CAG7SWNULYN7,"Partners
Co
Holdings --",,_GCW.T,JPY,20287.12,3847.09??, ,ES,Canada,Manual journal entry | VtBzbl8VqUPV4f16B9hYmKqtNGI2YpSZdxKEnW7BrVSXlrGQcM
0914232379,137,06-Mar-2017 GMT+2,01.05.2025,2022/03/24,SpA Partners,Germnay,5DXNJI,S.A. S.A. NV Oy Global	£,IT,IT295966048738IY,EURO,"101709,11",20341.82,20.0%,Norway,ZA,Adjustment / credit note | iNNGfMKUA8buNpkKOERf8xbV
^:\&[,,12/13/2024,2018-07-28 08:54:54,28.08.2026 +02:00,Global Limited K.K. K.K.,XX,XX2NPWSR769G,GmbH GmbH GmbH Oy,AE,FUD,JPY,"£- 123,45",219559.39, 0.2100 ,Brazil,IND,Consulting services | GV3HzEN5k wPjL2GuHxy37FPk3HElE5yaQ8evotnojrMXUYhPmwFDK6O
0217464916,169,2027-01-23,2020-06-30 08:18:48,20160605 UTC,SpA Partners & B.V.,CHN,FRDVJ0R7SCT0GQ,S.A. S.A. S.A. SpA Partners,BR,GYFLHZ,GBP,USD 156199.81,538594708714.2575,*,,FR,Import VAT
000330730612,482,20180220 UTC,21.03.2022,13/13/2013,GmbH B.V.,NO,™™NOOVFHO363LHYNSI NOOVFHO363LHYNSI,   ,SE,SEKYGZX,DOLLAR,-146575205755.1892,-5709073246.31,3.8949788406906354,CN,???,Intra-EU acquisitiontab	inside
72058249,K,20160821,29/02/2025,00/00/0000,Co Co,India,VATNLEKYTCM9C,"S.A. , LLC",AU,KEDCJA,€,one hundred,   123   ,0.21,Netherland,Netherlands,Freight charges
000000,485,2026.05.08.12.99.00,2026-05-08T25:61:61,00/00/0000,Trading Co GmbH Global Oy,Germnay,3,& &,NO,£NO@QBBX9BN7@1VDJPNGK11,INR,   123   ,€18.37,7.0%,IRL,SE,Reimbursement
0783864036,uB,2026-05-08T25:61:61,08-05-26,2026-12-32,"GmbH
Limited
Global",,N/A,   ,DE,DE967379487148??,AUD,427388.26 EUR,354911.15 EUR,N/A,N L,IE,Reimbursement
.>}&,DuiU,2026-2-30,01.07.2016 +02:00,06/09/2020,"BV , Global , B.V. , &",US,®😀USHK07XJX6UESJ7Y,Trading NV Partners NV Holdings,NO,NORAVIEX65NF,GBP ,,0.00032883034275920644,"21,0%",CA,ZA,Rounding diff | RT5MA0zTVcwPYC2DK3Hc8z0ZOVXBQ6bnKlbO8vgs6AZbUD2
841501995,PuVzW,2016/12/29,2026.05.08.12.99.00,2024-02-09 11:23:35,K.K. Limited SpA Trading,CN,CNZIZYBP4C55PG,B.V. Partners & OR 1=1,IN,I.-5KES2FZ9H1VEEFESD90IF1,CNY,0.0008479049275252735,0.00,0.2,Nederland,IT,Export zero-rated
bJCJPd5,350,2020-08-26 01:00:14,20211213,2027/02/07,S.A. LLC,US,USBB1V7L56POQOU8LB6JMB,😀😀K.K. S.A. Co,France,SELS,,95499367869.2834,"'99,99'",N/A,Japan,IT,"¥Office supplies | lLHk5gFmMjN6v8D7QJ1yYC8hQJevpxjp90FmYzcwd6 6EZ16QTW1Ltab	inside
¥	"
000672526679,252,20211110,2026-13-01,2027/03/05,Limited	K.K.	NV	Holdings	GmbH,GB,VATGBWN2D6,LLC Sarl Inc Global,US,,CAD,0.0002060306330412015,0.00,10.0%,,123,Intra-EU acquisition | zcSXCiQSoeOhhk5YFelIuk8Vq9RT7SzsIss2KqgWhz044m8fJ2FmiH
818772602,74,"""18-Apr-2026",2018-12-08 12:44:50,2026-2-30,& Sarl K.K.,SE,,DZqTAZ11654X7URPZrAFByyU70V,PL,PL28501168,PLN,"67,460.70",4995.65,0.09,IN,IN,Reimbursement
".^/{,}^",,21.08.2027,2017/12/05,01/11/1934Z,NV GmbH B.V. LLC,US,VATULBIJ6ZA9,"™😀Global
Inc
S.A.
K.K.
Sarl",ES,ES743127102674KB, USD,"'99,99'",885605006513.5452,9999,NLD ,Holland,Exempt supply
936345841,zero,2021/01/23,20171220,25/11/2016 UTC,BV S.A.,FR,,LLC S.A.,FR,FR 12975191023,AUD,20249.31,1417.45,0.07,SE,FRA,Exempt supply
#@#:,98.91,2022/02/21,2022/02/26,04/08/2019 GMT+2,& Oy GmbH Limited,Holland,CAKO9PN,Oy Inc B.V. GmbH,DE/FR,©😀1,GBP,477373.86,100248.51,"0,21",Netherland,IN,Import VAT | xApn8uSo635uO65 EYrJvKYvSm5i9uYOK 6oTL
945674669,271,2020-12-19 02:26:12,"28-Apr-2016""",2021-02-12 11:39:07,   ,PL,PLR0JGD9I11Q,   ,???,SK6HTHC/TIA_8K1VAT,PLN,ten%,0.0003240148372568214,9999,United Kingdom,POL,"Import VAT | ijgHk8TpfWx wvline
break"
&;^,123,00/00/0000,2026.05.08.12.99.00,06/30/1983,Oy	Global,CAN,SE5NWAPD9Y0IHZNW,S.A. & & Trading Oy,GB,GB614707986??,SEK,282954.52,0xFF,0,AU,Germany,Payment fee | 7atCyUK9kgdxnPm BV4xerAPbtX;DROP TABLE T;
!:^!$#|*;<\.,one,17.06.2016 +02:00,31/02/2026,2026-13-01,GmbH SpA K.K. Co,NLD ,-,SpA Trading S.A.,CHN,N5/NTU,DOLLAR,145704239223.43567,-324296060065.00745,100,NO,NO,Payment feetab	inside
"\[:$[|].{,/{",385,"May 35, 2026",23/03/2019,17/10/2021,Global GmbHGlobal GmbHGlobal GmbHGlobal GmbHGlobal GmbHGlobal GmbH,GB,GB6094565344C5,€Trading Holdings Sarl B.V. Partners🚀	™,IT,IT768169957??,,USD 41484.66,8711.78,21.0%,123,NO,???
INF,-39,2026-01-24 08:19:40,2026-00-10,2024/10/28,Partners BV S.A. Limited Inc,USA,FR5768321021922,NV Global LLC K.K.,Belgium,B_Q7Z2EC9J8P0N3W07XH_X0J8,SEK,"234753,57",€49298.25,"0,21",DE,BR,Rounding diff
000080590136,x,2022/08/29,07/26/2027,20160530,"£€🚀Partners , Inc , LLC , Sarl™",Sweden,AUC8ICNYZKDTXB7I AUC8ICNYZKDTXB7I,Holdings BV,IE,IEPUHTY,E_U_R,one hundred,"£- 123,45",*,???,GB,"Reimbursement | Kdahv NUrsBpooNMKWr7Jw1pjbJLuWokZ90ynINb9kfKVN  rZFhcomma,inside"
115305818,2,00/00/0000,2026/99/01,1997-07-06 07:28:06,"Inc
Sarl
S.A.Inc
Sarl
S.A.",NL,NL626335564B34,Oy Trading &,AE,-F4S1O-MNO1VRSR5RGMEHNGUA -F4S1O-MNO1VRSR5RGMEHNGUA,SEK,ten%,-920745431255.4851,9.0%,IN,United States,Freight charges
192118168,G,2026-00-10,2020/06/04,2026-13-01,Co GmbH Oy',ITA,ZYPXTXM/-,LLC Co GmbH Inc,Germany,2D4,CAD,ten%,Infinity,0.19,CA,GB,Reverse charge applies
512290928,181,04/01/2015,null,2044-10-08 12:09:43,SpA Partners GmbH Partners,JP,©49OLSH99C5.OHPEVAT,SpA Partners Oy &SpA Partners Oy &SpA Partners Oy &SpA Partners Oy &SpA Partners Oy &SpA Partners Oy &,India,ES04A2G,US$,"£- 123,45",0.0009565237991017559,0.21,AUS,DEU,Software license
0582192773,eXu74d,2025/08/12,21-Nov-2023,2018/07/28,Co K.K. Partners Oy Oy,FR,VAT30U,"LLC Limited Co GmbH""™™",NLD,M-52AJL62_52.0CAPV6H_I.X4,CAD,"1,2,3",NaN,1.873159304840947,AU,FR,Manual journal entry
:?@]^,431,28.02.2026,2024/06/21,2026.05.08.12.99.00,   ,NOR,BQ2,Trading Co Holdings Oy,CN,CN6U,AUD,0.0005308695685593322,5.39,2 1 %,Holland,ES,Import VAT
700138395,30.5,2015-01-19,20240507,22/05/2027,"😀€S.A. GmbH

£",IE,IE424,LLC S.A. LLC & BV,PL,™🚀VATPL97, USD,381829.90,402 333.96,*,AU,SE,Import VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VAT
0713587597,M,2025/08/14Z,13/13/2013,03/25/2016,   ,NLD ,452128991B51,&	Trading	Limited,AU,AU5ZYJZJ6P2JQ5LH384606VAT,GBP,561194858366.2924,352621.56,0.05,XX,CN,Intra-EU acquisition
000649888597,Lh9Qpi,2026-12-32,20171225,23/04/2015,"®
B.V. Sarl Partners Oy --
",BE,BE 236533774604,&  Partners  Global,Holland,IDQ7I9IHBR0UX4_,SEK,275622815577.6081,240380.80,0.21,Netherland,Norway,
<&?{/>,320,31/02/2026,2026-12-11 12:08:23,,BV Partners,ES,ES8EDDN62G0Q7HSD,zAzqL6h5Crep,DE, ,E_U_R,-758792413044.0496,-0.00,0,AU,FR,Manual journal entry | W4Wt1RBjSe15kEyakxcIlR15AgfWknejAgBoS0krTHTJ4RH857
;}^>;,376,2021-08-18 13:40:20,26/02/2020,03/08/2016,₹SpA S.A.,DE,UNKNOWN,Holdings Global GmbH K.K.,AE,AEB2RVD,GBP,0.0005467267328316406,422849.00,21%%,FR,BR,"Software license | MQKIEsFH6Xejl0WsGNYcomma,inside"
, ,20161227,2026-00-10,2023/04/16,Oy Holdings S.A. NV,Germany,M1.XB843H37PGX7,BV &,Germany,NOUVFXCOCX4PHF NOUVFXCOCX4PHF,CHF,283567.32,388039.00,0.07,Germany,SE,"Export zero-rated""unclosed"
0295744143,ROd,2019/11/06,23/12/2019 (local),31-Jan-2016,BV Limited CoBV Limited CoBV Limited CoBV Limited Co,China,WVKO6TWQZX00BD1,"GmbH Partners Trading Inc,",CA,CAX0FOLUVGI7Q0DPNM834J,CAD,267310.81,"1,2,3",21%%,Sweden,AU,Exempt supply
630676756,2165,08/12/2015,2026-00-10,03/02/2016,GmbH Trading K.K. NV,China,de808735437,LLC	S.A.	LLC	B.V.,BR,BRNS13WN4IIB1SGA,GBP ,"'99,99'",274112.78, 0.2100 ,Spain,Japan,Consulting services
TXN-wBNDCPUFrcKaS0ps3,jBQrfY,2016-08-19,9999-99-99,2026-12-32,Inc GmbH Holdings K.K. Limited,Holland,VATGB1A,€Co GmbH,Belgium,437OWC45C,,,301299.51,0,PL,CAN,Payment fee
?^$%\|@^,399,19/12/2026,2026-00-10,2018/11/03,Sarl B.V. NV',FR,36385278WY,BV Global S.A.,PL,UNKNOWN,NOK,725989384470.4197,145197876889.59,20.0,,France,Reimbursement | kKIvV1FYURMCoWB30o30Ip4h2GlIRuAbvoKW
;:\,461,2015-05-07,2026-12-32,2023-10-28,BV Oy,BE,UNKNOWN,   ,Canada,"
😀2Z_YHFR./YIY1A8",DOLLAR,0.0009750093599660637,0.00,9.71220923364886,France,IT,Reverse charge applies
CryXe9NeUOQDFN,320,2018/06/14,"May 35, 2026",01-Nov-1966,B.V. Limited Partners B.V.,123,2482554L7,	Trading SpA Global SpA &,Holland,AE8YHPECY6LP@G5K,US$,1e309,€inf,0.07,CAN,AE,₹™Payment fee
851962058,46,09/05/2022,2026/99/01,'2020-05-04 15:31:09',Sarl Trading SpA Inc,ES,ES19878092704IP,VDDjEqoPOiAaPR9eA2xm,Belgium,8LZ,EUR,"1 234 567,89",€123444443.32,9999,FR,US,Office supplies
913047814,aix2GV,24-Jul-2016,04/09/2019,2026-2-30,,Germany,BRUPX5TVAT,Inc S.A. B.V.,NL,NLHU8O92K95WTOZF,JPY, (123.45) ,357183.15,0.05,XX,NO,Export zero-rated | uPxS9pYK25InuJ8trAhF
265359506,416,2017-08-12 06:34:13,1/1/1,31/02/2026,SpA B.V.,AE,AEXF89168NP3ZC,Global GmbH,JP,XWW-SMDNW,EUR,"1 234 567,89",259254.82, 0.2100 ,🇳🇱,CN,Freight charges
000005274732,dOjU,2026-13-01,03/13/2024 (local),2026/99/01,"GmbH , & , Global , B.V.,",ES,C.D C.D,😀£🚀Oy GmbH LLC Global Sarl™,,NLJX69IB65I1ZPX8,GBP,"139790,05",6998.12,0.05,DE,IE,Office supplies | NdCUU9fBB3LbAoii3sHP85gvuq83k04ROPaoST3scpdhbNx6
0844862560,8p,19.08.2020Z,2015-11-14,2026-04-31,NV S.A. Co,FR,FR16L3T,££Partners Limited🚀®€,AU,53INXH,USD,0.0001817266805159242,"€211889,88",VAT21,BR,BE,
NaN,-3,20270520,20181111,2026-02-22 14:22:53,Limited K.K.,ZA,DVI,GmbH B.V. BV Co Global,BE,BE-25623899499197-,JPY¥,103242.84 ,NULL,VAT21,Netherland,United Kingdom,Payment feetab	inside
",,|*<;,",32,2070-03-18 11:39:29,1/1/1,null,Oy Holdings Inc,FR,FR9TPU3H2ME7G5,"Global , Sarl , Co , Partners , Oy --",XX,UNKNOWN,GBP,335467.19,70448.11,21%%,123,NLD ,Intra-EU acquisition
"{.\,*>@}%(",681,2026-2-30,9999-99-99,07/26/2020,,BEL, ,€B.V. Sarl BV£,CN,CN1ANHJV9G76RK2CIH1QP4,EURO,"1,2,3",   123   ,-2.0332095030261703,NLD,SE,Export zero-rated
{<)\#[[<([,,2016/04/24,2026-13-01,,S.A. Inc SpA;,DE,de218945590670,Inc S.A.',AE,AEGB3IOOHZRRVQ,NOK,USD 431915.08,302348.41,0.19,BR,N L,Import VAT
0189920788,498,'06.08.2026',N/A,02/03/2026,"😀BV
Co
Co
NV
LLC¥",United States,497A3DXGE,& K.K.& K.K.,NL,OY3TZMANGWBJ87ZEWKGNH32RG,PLN,869871630176.1371,182673042336.99,"0,21",NLD ,AU,Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9Consulting services | OmcyMY ouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9
\.$!?/?|/,275,01.02.2027,2016/05/14,2026.05.08.12.99.00,"Global
Trading¥",ES,H8D,BV Partners Holdings,SE,SE697ZV1PADBXW,GBP,"407,188.20",-441897169954.172,5.0,FR,???,Reverse charge applies
,x,04/07/2023,N/A,2017-01-23,Global BV GmbH,FR,FR94970890583668S,NV Global OyNV Global OyNV Global OyNV Global OyNV Global OyNV Global Oy,SWE,AO/T0XEYR,USD,497478.29,€-2039041.96,-4.098755672116008,,XX,???
DsTfQViFsyMl,TLz8i,2026-00-10,2016-09-01,22/12/2020,"®	Co BV",CN,CN0134PELQH3TAD8HUBWAZ,Trading SpA Oy Limited --,,BAGSF58Q4OYN0U4VAT,EUR,285052.28,372503.42 EUR,twenty one percent,JP,ZA,"Payment feeline
break"
;}^>;,ZIf,2015/10/18 GMT+2,20160716,06/05/2020,NV Holdings S.A. S.A. Global,XX,XXJBKEOJP8Y3LL,S.A. Global,AU,AUM5NPADB0,EURO,NULL,USD 45 559.12,6.3987939293192015,ZA,NO,"Reverse charge applies""unclosed"
 ,369,"2020/10/27 GMT+2""",N/A,2027/05/09,& Partners Sarl',NL,NL0D70HM82,😀©Limited Global Global NV	,123,J.6EL..BYMMFN-LVAT,INR,"'99,99'",211 378.95,twenty one percent,FRA,CA,???
000965126342,95,05-Nov-2027,2026-05-08T25:61:61,2024/06/17,Limited Inc S.A.,XX,N/A,3vmviTp-aUm3n,XX,XXIL,0,982021739134.8253,nan,NaN,NL,BE,Export zero-rated
\\${,,26-Sep-2025 +02:00,20181113,2018-02-05 06:07:16,Limited K.K. OR 1=1,UAE,,Sarl NV LLC Global Holdings,ES,ES8X74Q,CHF, ,"355769,00",2.155674441488972,Sweden,ES,"Intra-EU acquisition | oiXeRbPkMfAR40R VeEty3Mc38kLV9Hnh8Ybqp19VI0rcomma,inside"
000828096890,29,2024-05-14 14:19:04,,2026/06/27,"BV
NV
Sarl
Limited",NO,VATNOQM0JO,S.A.	K.K.	Holdings	K.K.	Trading,DE,DEGDQ8L,USD,0.0009549598253107575,€-0.00,-0.263773716749399,AU,PL,Freight charges
;}^>;,vYDz,2021/01/06,27.01.2021,11/13/1974 GMT+2,BV K.K.,NL,NLNOPJSB7F0TH8FN7HBO7I,yud0RsC475q3ZP0yy7aoJhfTt4idVPfe,UAE,KJD3S-,USD, (123.45) ,121990702685.69475,twenty one percent,NLD ,IE,
uDQ28mh,294,2026-12-32,12/12/2016,16.06.2018,,Italy,PLSECXB,NV B.V. K.K.,China,E8ERR5,USD,"""123.45""",246406.27,twenty one percent,USA,US,Adjustment / credit note
{:&[;(,6T,07/20/2021,2019/02/17,2019-09-26,"BV
Inc
Sarl
BV",Nederland,0VK 0VK,😀LLC SpA Co Trading &™£,SWE,4VAT,CNY, (123.45) ,€134808.67,0.21,BE,NO,Freight charges®Freight charges®Freight charges®Freight charges®Freight charges®Freight charges®Freight charges®Freight charges®Freight charges®Freight charges®Freight charges®
000666046561,19,2018-09-13 15:31:24,"26.10.2024""",28.08.2025,₹LLC Holdings K.K. Co	©£,123,LBE792A7_4M1MVOHI-TIU0308,Oy Partners Trading SpA,United Kingdom,AUSJ5QCOMR2GVAT,SEK,14005.70,700.29,0.05,AE,CA,Rounding diff | VotTqYeY5tNhzK7MLpWMp1T82qrL
725872702, ,2026-05-08T25:61:61,20261216 UTC,9999-99-99,& Global Trading Inc --,Spain,IQN,Lxy0ureFyN6LxH,IT,IT2J,US$,2.7386789646007048e-05,365588.63,twenty one percent,CN,CHN,Adjustment / credit note | oQCTLAGVSRZQzY0I1bcJY58PuTT5j
FC4seDqmctn1udj,8rBzv,30-Jul-2018 UTC,2026-00-10,02-Aug-2019 UTC,B.V. S.A. Sarl Holdings NV,FR,FR62799553024530,"SpA
Partners
BV",BEL,ZAAF1DH828YI,,USD 357438.16??,363471.89,"21,0%",Australia,USA,Rounding diff
000201462401,-45,,14.04.2020,,"Global Sarl Co Global,",DE,DE99452951712J,LLC Co & Sarl,Germnay,TBA1NI997OBOKG_,€,-460426929544.6888,-96689655197.57,0.21,DE,SWE,Intra-EU acquisition
0979304654,,2018/01/01,2024-03-16,2024-10-10 08:53:49,B.V. PartnersB.V. PartnersB.V. PartnersB.V. Partners,Italy, ,"Holdings , NV",🇳🇱,VATBR6EY22HYEA45B96,AUD,12..34,0xFF,9999,IT,CA,Manual journal entry
467447504,73,"""09/07/2016Z",2017-07-12 10:14:44,2017-01-07 17:09:02,"Inc , S.A. , Holdings",UAE,BRRQ1A030MCAVAT,S.A. Trading LLC,NLD , ,PLN,0xFF,NaN,0.25,Japan,IT,	🚀Payment fee™£₹
mjQGYk,-16,11/03/2019,2024-02-09 17:33:33,30/09/2018,Oy  BV  Co  NV  &,FR,FR69838457202YXZ69838457202,Oy NV Sarl BV,India,SDJ.W_,SEK,-371731703127.95374,€214077979808.85,-0.5758937911603343,Australia,JP,"Reimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosedReimbursement | H8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14c""unclosed"
901800632,54,13/13/2013,"May 35, 2026",17-Feb-2027,NV &,BE,BE2MOP6,"Oy	Holdings	NV,",Australia,USCSYIRS3W,CNY,"204,294.92","1,2,3",9.0%,N L,IN,"Exempt supply""unclosed©©"
).)/[]>*,422,12/20/2025,2026.05.08.12.99.00,05/28/1989,Co LLC Sarl OyCo LLC Sarl OyCo LLC Sarl Oy,  ,NOMZKKZ NOMZKKZ,Partners LLCPartners LLCPartners LLC,Nederland,IE85759178575917,,297639.60,"£- 123,45",7.0%,ES,India,"Software licensecomma,inside"
000186925877,285,1965-02-23 04:27:00,29/02/2025,25/06/2026,Partners GmbH Partners B.V.'Partners GmbH Partners B.V.'Partners GmbH Partners B.V.'Partners GmbH Partners B.V.'Partners GmbH Partners B.V.'Partners GmbH Partners B.V.',CN,CNP4JEDP8GORGL31273YZL,GmbH Oy,NO,65Y,NOK,143878.57,182209.64,VAT21,Germnay,CN,Reverse charge applies
994247179,201,2026-00-10,11.04.2026,,"LLC
NV
NV
GmbH
Co",China,-A6ST-3NK9ZRR_DEN5KWY1T0K -A6ST-3NK9ZRR_DEN5KWY1T0K,Global SpA,  ,ZAFY,PLN,117891.40,USD 439056.40,0.25,IE,Netherlands,Office supplies
